timestamp,role,experience,usage_frequency,devices,workflows_used,workflows_used_count,workflow_to_improve,workflow_category,workflow_frequency,steps_estimate,steps_numeric,intrinsic_difficulty,extraneous_difficulty,task_time,task_time_seconds,friction_points,friction_tags,stuck_point,stuck_tags,key_fix,key_fix_category,priority_workflows,priority_primary,priority_secondary,clarity_importance,comments,task_time_category,role_Student,role_Administrative_staff,role_Academic_staff_(lecturer),priority_score,role_Academic staff (lecturer),role_Administrative staff,uses_desktop,uses_mobile,open_text_all,tokens,lemmas,themes,clean_text,dominant_topic
2025-11-14 17:42:24.271,Student,1-3 years,A few times per week,Desktop / Laptop,"View or update personal profile / contact information, Search and register for courses, View course schedule, View grades or exam results",4,View grades or exam results,,Monthly,5-6,5.5,4,4,> 10 min,660.0,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names, Validation errors are unclear or appear too late",,Dont understand the field names,,More simple interface,,"View course schedule, View grades or exam results",,,4,,4.0,1,0,0,16,False,False,1,0,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names, Validation errors are unclear or appear too late Dont understand the field names More simple interface","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'names', 'validation', 'errors', 'unclear', 'appear', 'late', 'dont', 'understand', 'field', 'names', 'simple', 'interface']","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'name', 'validation', 'error', 'unclear', 'appear', 'late', 'dont', 'understand', 'field', 'name', 'simple', 'interface']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'clarity_terminology', 'performance_feedback', 'performance_feedback', 'navigation', 'clarity_terminology']",find right menu label many one action confusing terminology unclear field names validation errors unclear appear late dont understand field names simple interface,4
2025-11-14 18:37:03.274,Student,6-12 months,Rarely,Desktop / Laptop,"Search and register for courses, View grades or exam results",2,Search and register for courses,,Rarely,Not sure,3.5,2,2,3–5 min,240.0,Too many pages/tabs for one action,,,,,,Search and register for courses,,,1,,2.0,1,0,0,7,False,False,1,0,Too many pages/tabs for one action,"['many', 'one', 'action']","['many', 'one', 'action']",[],many one action,4
2025-11-14 19:14:26.502,Student,Less than 6 months,Rarely,Desktop / Laptop,"View or update personal profile / contact information, View grades or exam results",2,View course schedule,,Rarely,3-4,3.5,2,2,3–5 min,240.0,I can’t find the right menu or label,,I don´t really get stuck.,,,,Search / View course lists,,,2,,2.0,1,0,0,8,False,False,1,0,I can’t find the right menu or label I don´t really get stuck.,"['find', 'right', 'menu', 'label', 'really', 'get', 'stuck']","['find', 'right', 'menu', 'label', 'really', 'get', 'stuck']","['navigation', 'navigation', 'navigation']",find right menu label really get stuck,1
2025-11-14 20:10:19.380,Student,1-3 years,A few times per month,"Desktop / Laptop, Mobile phone","Search and register for courses, View grades or exam results",2,Search and register for courses,,A few times per semester,Not sure,3.5,1,4,1–3 min,120.0,I can’t find the right menu or label,,To even get to the list of available electives is very confusing. At least in the mobile version I have to click on the elective count in the 'plan (CP)' column. Usually I forget that and spend a couple of minutes clicking on everything in the vicinity till I finally find the right place to click,,It would make more sense to click on the word 'elective' rather than a number,,Search and register for courses,,,5,,1.0,1,0,0,12,False,False,1,1,I can’t find the right menu or label To even get to the list of available electives is very confusing. At least in the mobile version I have to click on the elective count in the 'plan (CP)' column. Usually I forget that and spend a couple of minutes clicking on everything in the vicinity till I finally find the right place to click It would make more sense to click on the word 'elective' rather than a number,"['find', 'right', 'menu', 'label', 'even', 'get', 'list', 'available', 'electives', 'confusing', 'least', 'mobile', 'version', 'click', 'elective', 'count', 'cp', 'column', 'usually', 'forget', 'spend', 'couple', 'minutes', 'clicking', 'everything', 'vicinity', 'till', 'finally', 'find', 'right', 'place', 'click', 'would', 'make', 'sense', 'click', 'word', 'rather', 'number']","['find', 'right', 'menu', 'label', 'even', 'get', 'list', 'available', 'elective', 'confusing', 'least', 'mobile', 'version', 'click', 'elective', 'count', 'cp', 'column', 'usually', 'forget', 'spend', 'couple', 'minute', 'clicking', 'everything', 'vicinity', 'till', 'finally', 'find', 'right', 'place', 'click', 'would', 'make', 'sense', 'click', 'word', 'rather', 'number']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'navigation', 'clarity_terminology']",find right menu label even get list available electives confusing least mobile version click elective count cp column usually forget spend couple minutes clicking everything vicinity till finally find right place click would make sense click word rather number,2
2025-11-14 22:26:05.010,Student,Less than 6 months,Rarely,Desktop / Laptop,View grades or exam results,1,View or update personal profile / contact information,,Rarely,Not sure,3.5,3,4,3–5 min,240.0,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names",,"Just an old interface, looks outdated",,Upgrading the visual aspect of the page,,"Find a student’s transcript and export it (PDF/CSV), Enrol / Unenrol a student in a course",,,3,,2.0,1,0,0,11,False,False,1,0,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names Just an old interface, looks outdated Upgrading the visual aspect of the page","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'names', 'old', 'interface', 'looks', 'outdated', 'upgrading', 'visual', 'aspect', 'page']","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'name', 'old', 'interface', 'look', 'outdated', 'upgrading', 'visual', 'aspect', 'page']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'navigation']",find right menu label many one action confusing terminology unclear field names old interface looks outdated upgrading visual aspect page,4
2025-11-15 05:50:49.485,Student,1-3 years,Rarely,"Desktop / Laptop, Mobile phone",View grades or exam results,1,Search / View course lists,,Rarely,Not sure,3.5,3,3,3–5 min,240.0,"I can’t find the right menu or label, Too many pages/tabs for one action",,,,,,"Search and register for courses, View grades or exam results",,,3,,2.0,1,0,0,10,False,False,1,1,"I can’t find the right menu or label, Too many pages/tabs for one action","['find', 'right', 'menu', 'label', 'many', 'one', 'action']","['find', 'right', 'menu', 'label', 'many', 'one', 'action']","['navigation', 'navigation', 'navigation']",find right menu label many one action,1
2025-11-15 09:02:22.096,Student,6-12 months,A few times per month,"Desktop / Laptop, Mobile phone",View grades or exam results,1,Search and register for courses,,A few times per semester,5-6,5.5,3,3,3–5 min,240.0,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names, Important actions are hidden / too small / far away",,,,,,Search and register for courses,,,2,It is confusing that it is necessary to click on the credit point number when enrolling for electives and it is hard to find the course outline. ,2.0,1,0,0,9,False,False,1,1,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names, Important actions are hidden / too small / far away It is confusing that it is necessary to click on the credit point number when enrolling for electives and it is hard to find the course outline.","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'confusing', 'necessary', 'click', 'credit', 'point', 'number', 'enrolling', 'electives', 'hard', 'find', 'course', 'outline']","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away', 'confusing', 'necessary', 'click', 'credit', 'point', 'number', 'enrolling', 'elective', 'hard', 'find', 'course', 'outline']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'clarity_terminology', 'navigation']",find right menu label many one action confusing terminology unclear field names important actions hidden small far away confusing necessary click credit point number enrolling electives hard find course outline,2
2025-11-15 12:54:35.945,Student,Less than 6 months,Rarely,Mobile phone,"View grades or exam results, Find a student’s transcript and export it (PDF/CSV), Generate a student payment or status report",3,View grades or exam results,,Rarely,3-4,3.5,4,3,3–5 min,240.0,"I can’t find the right menu or label, Too many pages/tabs for one action",,,,,,"View course schedule, View grades or exam results",,,5,,2.0,1,0,0,15,False,False,0,1,"I can’t find the right menu or label, Too many pages/tabs for one action","['find', 'right', 'menu', 'label', 'many', 'one', 'action']","['find', 'right', 'menu', 'label', 'many', 'one', 'action']","['navigation', 'navigation', 'navigation']",find right menu label many one action,1
2025-11-15 13:13:47.474,Student,Less than 6 months,Rarely,Desktop / Laptop,Search and register for courses,1,View grades or exam results,,A few times per semester,3-4,3.5,3,4,< 1 min,240.0,"I can’t find the right menu or label, Important actions are hidden / too small / far away, Performance is slow at key moments",,,,,,"Search and register for courses, View grades or exam results",,,5,,,1,0,0,13,False,False,1,0,"I can’t find the right menu or label, Important actions are hidden / too small / far away, Performance is slow at key moments","['find', 'right', 'menu', 'label', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'performance', 'slow', 'key', 'moments']","['find', 'right', 'menu', 'label', 'important', 'action', 'hidden', 'small', 'far', 'away', 'performance', 'slow', 'key', 'moment']","['navigation', 'navigation', 'navigation', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'performance_feedback', 'performance_feedback']",find right menu label important actions hidden small far away performance slow key moments,2
2025-11-15 13:22:27.835,Student,1-3 years,Rarely,Mobile phone,View grades or exam results,1,Search and register for courses,,Rarely,7+,7.0,2,3,1–3 min,120.0,"I can’t find the right menu or label, Confusing terminology or unclear field names",,,,,,Search and register for courses,,,2,,1.0,1,0,0,8,False,False,0,1,"I can’t find the right menu or label, Confusing terminology or unclear field names","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'names']","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'name']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology']",find right menu label confusing terminology unclear field names,4
2025-11-15 21:34:22.121,Administrative staff,3+ years,A few times per month,Desktop / Laptop,View or update personal profile / contact information,1,View or update personal profile / contact information,,Monthly,5-6,5.5,1,3,< 1 min,240.0,Limitations in search function,,Sometimes need to do the searching twice because person is no longer active student or has two names/surnames,,"Improving search function so that it would find people with two names/surnames, similar names, for example, people who have diacritics in their names while the search term did not have them or where missing some.",,"View or update personal profile / contact information, Prepare academic reports or statistics",,,4,,,0,1,0,9,False,True,1,0,"Limitations in search function Sometimes need to do the searching twice because person is no longer active student or has two names/surnames Improving search function so that it would find people with two names/surnames, similar names, for example, people who have diacritics in their names while the search term did not have them or where missing some.","['limitations', 'search', 'function', 'sometimes', 'need', 'searching', 'twice', 'person', 'longer', 'active', 'student', 'two', 'improving', 'search', 'function', 'would', 'find', 'people', 'two', 'similar', 'names', 'example', 'people', 'diacritics', 'names', 'search', 'term', 'missing']","['limitation', 'search', 'function', 'sometimes', 'need', 'searching', 'twice', 'person', 'longer', 'active', 'student', 'two', 'improving', 'search', 'function', 'would', 'find', 'people', 'two', 'similar', 'name', 'example', 'people', 'diacritic', 'name', 'search', 'term', 'missing']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'navigation']",limitations search function sometimes need searching twice person longer active student two improving search function would find people two similar names example people diacritics names search term missing,1
